id,id1,galex_objid,sdss_objid,u,g,r,i,z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,nuv_mag,fuv_mag,class,spectrometric_redshift,nuv-u,nuv-g,nuv-r,nuv-i,nuv-z,u-g,u-r,u-i,u-z,g-r,g-i,g-z,r-i,r-z,i-z,fuv-nuv,fuv-u,fuv-g,fuv-r,fuv-i,fuv-z,pred
706,14316,6.38094E+18,1.23768E+18,20.52045059,20.38113785,20.12901497,20.21728897,20.12265396,0.220399693,0.171733946,0.118804753,0.088284664,0.06566757,21.21035767,21.65634346,1,1.086158633,0.689907074,0.829219818,1.081342697,0.993068695,1.087703705,0.139312744,0.391435623,0.303161621,0.397796631,0.252122879,0.163848877,0.258483887,-0.088274002,0.006361008,0.09463501,-0.445985794,-1.135892868,-1.275205612,-1.527328491,-1.439054489,-1.533689499,1
707,14324,6.38094E+18,1.23768E+18,21.0695858,20.90901947,20.60025024,20.57467461,20.5577755,0.220641479,0.171922356,0.118935086,0.088381514,0.065739609,20.69013786,22.60927773,1,0.95457983,-0.379447937,-0.218881607,0.089887619,0.115463257,0.132362366,0.16056633,0.469335556,0.494911194,0.511810303,0.308769226,0.334344864,0.351243973,0.025575638,0.042474747,0.016899109,-1.919139862,-1.539691925,-1.700258255,-2.009027481,-2.034603119,-2.051502228,1
708,14328,6.38094E+18,1.23768E+18,21.02495003,20.69213486,20.69532776,20.61630058,20.69743347,0.259333044,0.202070564,0.139791474,0.103880048,0.077267669,22.12339592,22.28841782,1,1.553918958,1.098445892,1.431261063,1.428068161,1.507095337,1.425962448,0.33281517,0.329622269,0.408649445,0.327516556,-0.003192902,0.075834274,-0.005298615,0.079027176,-0.002105713,-0.081132889,-0.165021896,-1.263467789,-1.596282959,-1.593090057,-1.672117233,-1.590984344,1
709,14333,6.38094E+18,1.23768E+18,20.90476418,20.75310135,20.5460186,20.56857681,20.40206146,0.210295975,0.1638612,0.113358423,0.084237456,0.062657192,21.2440815,22.19210052,1,0.955835521,0.339317322,0.490980148,0.698062897,0.675504684,0.842020035,0.151662827,0.358745575,0.336187363,0.502702713,0.207082748,0.184524536,0.351039886,-0.022558212,0.143957138,0.16651535,-0.948019028,-1.287336349,-1.438999176,-1.646081924,-1.623523712,-1.790039063,1
710,14337,6.38094E+18,1.23768E+18,21.03468513,20.44878197,20.35022354,20.42934608,20.19877815,0.199397475,0.155369163,0.107483663,0.079871885,0.059410006,21.40527153,22.52425003,1,0.798807919,0.370586395,0.956489563,1.055047989,0.975925446,1.206493378,0.585903168,0.684461594,0.60533905,0.835906982,0.098558426,0.019435883,0.250003815,-0.079122543,0.151445389,0.230567932,-1.1189785,-1.489564896,-2.075468063,-2.174026489,-2.094903946,-2.325471878,1
711,14341,6.37735E+18,1.23768E+18,21.13498688,20.55922699,20.48752403,20.07982445,20.12721443,0.179962695,0.140225708,0.097007498,0.072086968,0.053619459,21.00644875,20.65252876,1,0.577827394,-0.128538132,0.447221756,0.518924713,0.926624298,0.879234314,0.575759888,0.647462845,1.05516243,1.007772446,0.071702957,0.479402542,0.432012558,0.407699585,0.360309601,-0.047389984,0.353919983,0.482458115,-0.093301773,-0.16500473,-0.572704315,-0.525314331,1
712,14347,6.37735E+18,1.23768E+18,20.68299484,20.51671791,20.74440956,20.88324356,21.51169586,0.363168597,0.282978535,0.19576323,0.145473063,0.108205229,20.65214157,20.42458344,0,-0.000238813,-0.030853271,0.13542366,-0.09226799,-0.23110199,-0.859554291,0.166276932,-0.061414719,-0.200248718,-0.828701019,-0.22769165,-0.36652565,-0.994977951,-0.138834,-0.767286301,-0.628452301,0.227558136,0.258411407,0.092134476,0.319826126,0.458660126,1.087112427,0
713,14362,3.13271E+18,1.23768E+18,21.97745514,21.76103401,21.3097229,21.15422821,21.03518677,0.127618417,0.099439412,0.068791725,0.051119626,0.03802361,23.12690163,24.33395386,1,1.181224108,1.149446487,1.365867615,1.817178726,1.972673416,2.091714859,0.216421127,0.667732239,0.823226929,0.942268372,0.451311111,0.606805801,0.725847244,0.15549469,0.274536133,0.119041443,-1.207052231,-2.356498718,-2.572919846,-3.024230957,-3.179725647,-3.29876709,1
714,14390,3.13331E+18,1.23768E+18,20.8766346,20.90551758,20.93255043,20.57033157,20.71339798,0.103958286,0.081003591,0.05603791,0.041642174,0.030974127,22.33149338,23.98013115,1,1.812406063,1.45485878,1.4259758,1.398942947,1.761161804,1.618095398,-0.02888298,-0.055915833,0.306303024,0.163236618,-0.027032852,0.335186005,0.192119598,0.362218857,0.219152451,-0.143066406,-1.648637772,-3.103496552,-3.074613571,-3.047580719,-3.409799576,-3.26673317,1
715,14397,2.91658E+18,1.23768E+18,21.09791756,20.6227684,20.58250999,20.54208755,20.34055519,0.111443274,0.086835846,0.060072634,0.044640407,0.033204261,22.66754723,23.99986267,1,2.218065739,1.569629669,2.044778824,2.085037231,2.125459671,2.326992035,0.475149155,0.515407562,0.555830002,0.757362366,0.040258408,0.080680847,0.282213211,0.04042244,0.241954803,0.201532364,-1.332315445,-2.901945114,-3.377094269,-3.417352676,-3.457775116,-3.65930748,1
716,14399,2.91658E+18,1.23768E+18,21.40179634,21.35029793,21.15073395,20.97689247,20.85184479,0.108245127,0.084343873,0.0583487,0.043359339,0.03225138,24.73171043,24.37996101,1,2.132988453,3.329914093,3.381412506,3.580976486,3.754817963,3.879865646,0.051498413,0.251062393,0.42490387,0.549951553,0.19956398,0.373405457,0.49845314,0.173841476,0.29888916,0.125047684,0.35174942,-2.978164673,-3.029663086,-3.229227066,-3.403068542,-3.528116226,1
717,14421,2.91865E+18,1.23768E+18,21.85468674,21.40921974,20.92586708,20.7252655,20.46233749,0.10553477,0.082231976,0.056887701,0.042273659,0.031443834,22.35207367,22.64158058,1,1.251103759,0.497386932,0.942853928,1.426206589,1.626808167,1.889736176,0.445466995,0.928819656,1.129421234,1.392349243,0.483352661,0.683954239,0.946882248,0.200601578,0.463529587,0.262928009,-0.289506912,-0.786893845,-1.23236084,-1.715713501,-1.916315079,-2.179243088,1
718,14425,2.41741E+18,1.23768E+18,21.74798203,21.48937416,21.37463379,21.08818436,21.19116402,0.096231095,0.074982613,0.051872626,0.03854692,0.028671827,22.41190147,23.78106689,1,1.586269855,0.663919449,0.922527313,1.037267685,1.323717117,1.220737457,0.258607864,0.373348236,0.659797668,0.556818008,0.114740372,0.401189804,0.298210144,0.286449432,0.183469772,-0.10297966,-1.369165421,-2.033084869,-2.291692734,-2.406433105,-2.692882538,-2.589902878,1
719,14465,6.37626E+18,1.23768E+18,21.35210037,20.86786842,20.64750671,20.59939384,20.23800468,0.275932074,0.215004399,0.148739055,0.110529058,0.082213312,20.80901527,21.18054962,1,0.780844688,-0.543085098,-0.058853149,0.16150856,0.209621429,0.57101059,0.484231949,0.704593658,0.752706528,1.114095688,0.22036171,0.268474579,0.629863739,0.048112869,0.409502029,0.36138916,-0.371534348,0.171550751,-0.312681198,-0.533042908,-0.581155777,-0.942544937,1
720,14517,6.38101E+18,1.23768E+18,20.90843582,20.56148338,20.5014534,20.19250679,19.94524765,0.104913689,0.081748039,0.056552913,0.042024877,0.031258788,20.6352005,21.01043701,1,0.524020433,-0.273235321,0.073717117,0.133747101,0.44269371,0.68995285,0.346952438,0.406982422,0.715929031,0.963188171,0.060029984,0.368976593,0.616235733,0.308946609,0.55620575,0.24725914,-0.375236511,-0.10200119,-0.448953629,-0.508983612,-0.817930222,-1.065189362,1
721,14518,6.38101E+18,1.23768E+18,20.69976425,20.8049469,20.59373283,20.61808777,20.24828339,0.103215955,0.080425173,0.055637762,0.041344821,0.030752949,20.86853218,21.8176899,1,0.943403184,0.168767929,0.063585281,0.274799347,0.250444412,0.620248795,-0.105182648,0.106031418,0.081676483,0.451480865,0.211214066,0.186859131,0.556663513,-0.024354935,0.345449448,0.369804382,-0.949157715,-1.117925644,-1.012742996,-1.223957062,-1.199602127,-1.569406509,1
722,14519,6.38101E+18,1.23768E+18,21.31876373,21.74683952,21.15904045,21.11227036,20.84306717,0.1046464,0.081539765,0.056408834,0.041917808,0.031179149,21.20645523,22.81324768,1,1.373099446,-0.112308502,-0.540384293,0.04741478,0.094184875,0.363388062,-0.42807579,0.159723282,0.206493378,0.475696564,0.587799072,0.634569168,0.903772354,0.046770096,0.315973282,0.269203186,-1.60679245,-1.494483948,-1.066408157,-1.65420723,-1.700977325,-1.970180511,1
723,14532,6.38101E+18,1.23768E+18,21.39416504,20.98627472,20.8566494,20.65591431,20.60001564,0.122447506,0.095410265,0.066004381,0.049048327,0.036482945,21.18087769,20.80401993,1,0.687993526,-0.213287354,0.194602966,0.324228287,0.524963379,0.580862045,0.40789032,0.53751564,0.738250732,0.794149399,0.12962532,0.330360413,0.386259079,0.200735092,0.256633759,0.055898666,0.376857758,0.590145111,0.182254791,0.052629471,-0.148105621,-0.204004288,1
724,14534,6.38101E+18,1.23768E+18,21.5148201,21.30894661,21.22397232,21.28496933,20.60691452,0.118303604,0.09218137,0.063770644,0.047388423,0.03524828,21.34414101,21.08145523,1,0.844425142,-0.170679092,0.035194397,0.120168686,0.059171677,0.737226486,0.205873489,0.290847778,0.229850769,0.907905579,0.084974289,0.02397728,0.702032089,-0.060997009,0.6170578,0.67805481,0.262685776,0.433364868,0.227491379,0.14251709,0.203514099,-0.47454071,1
725,14544,2.91939E+18,1.23768E+18,21.57534409,22.07156563,21.60924149,21.4073925,21.25311089,0.09935192,0.077414341,0.053554885,0.039797019,0.029601671,22.29636192,22.70567131,1,1.889668941,0.721017838,0.224796295,0.687120438,0.888969421,1.043251038,-0.496221542,-0.0338974,0.167951584,0.3222332,0.462324142,0.664173126,0.818454742,0.201848984,0.3561306,0.154281616,-0.409309387,-1.130327225,-0.634105682,-1.096429825,-1.298278809,-1.452560425,1
726,14562,2.41741E+18,1.23768E+18,22.45542336,22.20828056,22.00120735,21.91872025,22.59204674,0.117725506,0.091730915,0.063459024,0.047156855,0.035076037,23.3748703,23.66861916,1,1.482927322,0.919446945,1.166589737,1.373662949,1.456150055,0.782823563,0.247142792,0.454216003,0.53670311,-0.136623383,0.207073212,0.289560318,-0.383766174,0.082487106,-0.590839386,-0.673326492,-0.293748856,-1.213195801,-1.460338593,-1.667411804,-1.749898911,-1.076572418,1
727,14593,2.91689E+18,1.23768E+18,21.60404205,20.96797943,20.9382515,21.04475975,20.56908417,0.09294147,0.072419368,0.05009938,0.03722921,0.027691692,22.51218414,22.4409523,1,2.3271873,0.90814209,1.544204712,1.573932648,1.467424393,1.943099976,0.636062622,0.665790558,0.559282303,1.034957886,0.029727936,-0.076780319,0.398895264,-0.106508255,0.369167328,0.475675583,0.071231842,-0.836910248,-1.47297287,-1.502700806,-1.396192551,-1.871868134,1
728,14595,2.91689E+18,1.23768E+18,21.22415733,21.24616814,20.84762955,20.99066544,20.61431885,0.101956815,0.079444058,0.054959033,0.040840451,0.030377794,21.65250015,22.89497948,1,1.020004749,0.428342819,0.406332016,0.804870605,0.661834717,1.038181305,-0.022010803,0.376527786,0.233491898,0.609838486,0.398538589,0.255502701,0.631849289,-0.143035889,0.233310699,0.376346588,-1.242479324,-1.670822144,-1.64881134,-2.04734993,-1.904314041,-2.280660629,1
729,14598,2.91689E+18,1.23768E+18,21.46734047,21.0176487,20.7214489,20.45456505,20.29368782,0.11371401,0.088605188,0.06129666,0.045549985,0.033880822,21.95727921,23.41943359,1,1.575095892,0.489938736,0.939630508,1.235830307,1.502714157,1.663591385,0.449691772,0.745891571,1.012775421,1.173652649,0.296199799,0.563083649,0.723960876,0.26688385,0.427761078,0.160877228,-1.462154388,-1.952093124,-2.401784897,-2.697984695,-2.964868546,-3.125745773,1
730,14615,6.38027E+18,1.23768E+18,20.90363503,20.34840965,19.97901917,19.75821495,19.64013481,0.135877579,0.105874889,0.07324376,0.054427963,0.040484402,21.84060287,22.13007355,1,1.482034087,0.93696785,1.492193222,1.86158371,2.082387924,2.200468063,0.555225372,0.92461586,1.145420074,1.263500214,0.369390488,0.590194702,0.708274841,0.220804214,0.338884354,0.118080139,-0.289470673,-1.226438522,-1.781663895,-2.151054382,-2.371858597,-2.489938736,1
731,14626,3.12135E+18,1.23768E+18,22.65370369,21.67903328,21.21748543,20.72894669,20.34128952,0.100331582,0.078177691,0.054082964,0.040189438,0.029893558,22.78265381,23.08142281,1,1.677039266,0.128950119,1.103620529,1.565168381,2.053707123,2.441364288,0.97467041,1.436218262,1.924757004,2.312414169,0.461547852,0.950086594,1.337743759,0.488538742,0.876195908,0.387657166,-0.298768997,-0.427719116,-1.402389526,-1.863937378,-2.35247612,-2.740133286,1
732,14628,3.12135E+18,1.23768E+18,22.34752274,21.94702911,21.84159851,21.82098961,22.1660347,0.088574536,0.06901668,0.047745418,0.035479963,0.026390575,23.34800911,24.6882534,1,1.381756544,1.000486374,1.400979996,1.506410599,1.527019501,1.181974411,0.400493622,0.505924225,0.526533127,0.181488037,0.105430603,0.126039505,-0.219005585,0.020608902,-0.324436188,-0.34504509,-1.340244293,-2.340730667,-2.741224289,-2.846654892,-2.867263794,-2.522218704,1
733,14630,3.12135E+18,1.23768E+18,21.80635643,22.06421852,21.39234543,21.38429832,20.90561485,0.10188318,0.079386689,0.05491934,0.040810958,0.030355854,22.00945282,23.84613609,1,1.267040253,0.20309639,-0.054765701,0.617107391,0.625154495,1.103837967,-0.257862091,0.414011002,0.422058105,0.900741577,0.671873093,0.679920197,1.158603668,0.008047104,0.486730576,0.478683472,-1.836683273,-2.039779663,-1.781917572,-2.453790665,-2.461837769,-2.94052124,1
734,14639,6.38027E+18,1.23768E+18,20.43361282,20.27101135,20.16936684,20.12003326,19.95796585,0.16778098,0.130733803,0.090441041,0.067207389,0.04998995,21.94351387,22.04080391,1,1.478377223,1.509901047,1.672502518,1.774147034,1.823480606,1.985548019,0.162601471,0.264245987,0.313579559,0.475646973,0.101644516,0.150978088,0.313045502,0.049333572,0.211400986,0.162067413,-0.097290039,-1.607191086,-1.769792557,-1.871437073,-1.920770645,-2.082838058,1
735,14657,3.78489E+18,1.23768E+18,21.27595901,20.86122513,20.84222031,20.57733727,20.59690475,0.099310048,0.077381723,0.053532314,0.039780248,0.029589195,21.93458176,23.87627411,1,1.496284962,0.658622742,1.073356628,1.09236145,1.357244492,1.337677002,0.414733887,0.433738708,0.69862175,0.67905426,0.019004822,0.283887863,0.264320374,0.264883041,0.245315552,-0.01956749,-1.941692352,-2.600315094,-3.015048981,-3.034053802,-3.298936844,-3.279369354,1
736,14660,3.78489E+18,1.23768E+18,20.6893177,20.46189499,20.33922005,20.0817337,20.16664124,0.101834252,0.079348557,0.054892965,0.040791355,0.030341275,21.45807648,22.36983109,1,1.513907433,0.768758774,0.996181488,1.11885643,1.376342773,1.291435242,0.227422714,0.350097656,0.607584,0.522676468,0.122674942,0.380161285,0.295253754,0.257486343,0.172578812,-0.084907532,-0.911754608,-1.680513382,-1.907936096,-2.030611038,-2.288097382,-2.20318985,1
737,14663,3.78489E+18,1.23768E+18,20.2444191,20.19911003,20.18464088,20.23460007,20.01985931,0.103192128,0.080406614,0.055624921,0.041335277,0.030745853,20.16439629,21.18222237,1,0.939169049,-0.080022812,-0.034713745,-0.020244598,-0.070203781,0.144536972,0.045309067,0.059778214,0.009819031,0.224559784,0.014469147,-0.035490036,0.179250717,-0.049959183,0.16478157,0.214740753,-1.01782608,-0.937803268,-0.983112335,-0.997581482,-0.947622299,-1.162363052,1
738,14665,3.78493E+18,1.23768E+18,21.79524231,21.38798523,20.88309097,21.02302551,20.73008537,0.102118745,0.079570234,0.05504632,0.040905315,0.030426038,22.05192947,23.24991798,1,1.103692293,0.256687164,0.663944244,1.168838501,1.028903961,1.321844101,0.40725708,0.912151337,0.772216797,1.065156937,0.504894257,0.364959717,0.657899857,-0.13993454,0.1530056,0.29294014,-1.19798851,-1.454675674,-1.861932755,-2.366827011,-2.226892471,-2.519832611,1
739,14666,3.78493E+18,1.23768E+18,20.8898983,20.88010406,20.55070496,20.53412247,20.49552155,0.115830645,0.090254448,0.062437613,0.046397839,0.034511466,21.41673851,22.98272514,1,1.082700253,0.52684021,0.536634445,0.866033554,0.882616043,0.921216965,0.009794235,0.339193344,0.355775833,0.394376755,0.329399109,0.345981598,0.38458252,0.016582489,0.055183411,0.038600922,-1.565986633,-2.092826843,-2.102621078,-2.432020187,-2.448602676,-2.487203598,1
740,14667,3.78493E+18,1.23768E+18,22.03279686,21.82346344,21.81018257,21.549963,21.37930489,0.121256061,0.0944819,0.065362141,0.048571076,0.036127958,23.18951416,23.61580849,1,1.824358225,1.1567173,1.36605072,1.379331589,1.639551163,1.810209274,0.20933342,0.222614288,0.482833862,0.653491974,0.013280869,0.273500443,0.444158554,0.260219574,0.430877686,0.170658112,-0.426294327,-1.583011627,-1.792345047,-1.805625916,-2.06584549,-2.236503601,1
741,14679,3.77954E+18,1.23768E+18,22.37431145,21.96954727,21.76585388,21.63025475,21.62637138,0.152561799,0.118875116,0.082237251,0.061111093,0.045455426,22.64902306,22.97230911,1,1.542518616,0.274711609,0.679475784,0.883169174,1.018768311,1.022651672,0.404764175,0.608457565,0.744056702,0.747940063,0.20369339,0.339292526,0.343175888,0.135599136,0.139482498,0.003883362,-0.323286057,-0.597997665,-1.002761841,-1.206455231,-1.342054367,-1.345937729,1
742,14692,3.78011E+18,1.23768E+18,21.57262802,20.99007034,20.88493156,20.95331764,20.85776711,0.149484143,0.116477028,0.080578268,0.05987829,0.044538446,22.4564209,23.95439339,1,2.739201784,0.883792877,1.466350555,1.571489334,1.503103256,1.598653793,0.582557678,0.687696457,0.619310379,0.714860916,0.105138779,0.036752701,0.132303238,-0.068386078,0.027164459,0.095550537,-1.497972488,-2.381765366,-2.964323044,-3.069461823,-3.001075745,-3.096626282,1
743,14698,6.37742E+18,1.23768E+18,22.14359856,21.97448158,21.62946129,21.46501732,21.09657288,0.133192301,0.103782535,0.071796276,0.05335233,0.039684329,22.22476768,22.13267517,1,1.447774291,0.081169128,0.250286102,0.595306396,0.759750366,1.128194809,0.169116974,0.514137268,0.678581238,1.047025681,0.345020294,0.509464264,0.877908707,0.16444397,0.532888412,0.368444443,0.092092514,0.010923386,-0.158193588,-0.503213882,-0.667657852,-1.036102295,1
744,14699,6.37742E+18,1.23768E+18,22.14359856,21.97448158,21.62946129,21.46501732,21.09657288,0.133192301,0.103782535,0.071796276,0.05335233,0.039684329,22.22476768,22.13267517,1,1.412957311,0.081169128,0.250286102,0.595306396,0.759750366,1.128194809,0.169116974,0.514137268,0.678581238,1.047025681,0.345020294,0.509464264,0.877908707,0.16444397,0.532888412,0.368444443,0.092092514,0.010923386,-0.158193588,-0.503213882,-0.667657852,-1.036102295,1
745,14725,2.46991E+18,1.23768E+18,22.22649765,21.7897625,21.7703476,21.65380859,21.20746231,0.224756226,0.175128534,0.121153109,0.090029739,0.066965587,22.60110283,24.31897736,1,1.684211016,0.374605179,0.811340332,0.830755234,0.947294235,1.393640518,0.436735153,0.456150055,0.572689056,1.019035339,0.019414902,0.135953903,0.582300186,0.116539001,0.562885284,0.446346283,-1.717874527,-2.092479706,-2.529214859,-2.548629761,-2.665168762,-3.111515045,1
746,14747,2.91179E+18,1.23768E+18,21.28122139,20.87145996,20.80120277,20.93718147,20.54851532,0.173214778,0.134967774,0.093370087,0.069383979,0.051608935,23.56906891,22.93963242,1,2.295464277,2.287847519,2.697608948,2.767866135,2.631887436,3.020553589,0.409761429,0.480018616,0.344039917,0.73270607,0.070257187,-0.065721512,0.322944641,-0.135978699,0.252687454,0.388666153,0.629436493,-1.658411026,-2.068172455,-2.138429642,-2.002450943,-2.391117096,1
747,14771,6.38101E+18,1.23768E+18,21.76577187,21.74961472,21.72284889,21.75440407,21.15366554,0.092120931,0.071780004,0.049657073,0.036900528,0.027447214,22.06116104,22.61999893,1,0.777275324,0.295389175,0.311546326,0.338312149,0.306756973,0.907495499,0.01615715,0.042922974,0.011367798,0.612106323,0.026765823,-0.004789352,0.595949173,-0.031555176,0.56918335,0.600738525,-0.558837891,-0.854227066,-0.870384216,-0.89715004,-0.865594864,-1.466333389,1
748,14773,6.38101E+18,1.23768E+18,20.60866356,20.46678734,20.20808983,20.20868301,20.46266556,0.102819227,0.080116041,0.055423908,0.041185904,0.030634746,21.41609764,21.80021858,1,1.112098336,0.807434082,0.949310303,1.208007813,1.207414627,0.953432083,0.141876221,0.40057373,0.399980545,0.145998001,0.25869751,0.258104324,0.00412178,-0.000593185,-0.254575729,-0.253982544,-0.384120941,-1.191555023,-1.333431244,-1.592128754,-1.591535568,-1.337553024,1
749,14783,6.38101E+18,1.23768E+18,20.67237091,20.57917404,20.34472847,20.35305977,20.36593246,0.118462399,0.092305101,0.063856237,0.047452029,0.035295591,21.04890251,21.8927536,1,1.034567833,0.376531601,0.46972847,0.704174042,0.695842743,0.682970047,0.093196869,0.327642441,0.319311142,0.306438446,0.234445572,0.226114273,0.213241577,-0.008331299,-0.021203995,-0.012872696,-0.843851089,-1.22038269,-1.313579559,-1.548025131,-1.539693832,-1.526821136,1
750,14813,2.91499E+18,1.23768E+18,22.29934311,22.17229652,21.88370705,21.54460716,20.84479904,0.074630603,0.058151662,0.040229052,0.029894495,0.022236014,23.06613922,23.55705643,1,1.488845944,0.766796112,0.893842697,1.182432175,1.521532059,2.221340179,0.127046585,0.415636063,0.754735947,1.454544067,0.288589478,0.627689362,1.327497482,0.339099884,1.038908005,0.699808121,-0.490917206,-1.257713318,-1.384759903,-1.67334938,-2.012449265,-2.712257385,1
751,14825,2.91862E+18,1.23768E+18,22.23946953,22.26591301,22.02791023,21.83732986,21.73423386,0.087539487,0.068210177,0.047187485,0.035065357,0.026082184,22.61751175,23.72669601,1,1.478733182,0.378042221,0.35159874,0.589601517,0.780181885,0.883277893,-0.026443481,0.211559296,0.402139664,0.505235672,0.238002777,0.428583145,0.531679153,0.190580368,0.293676376,0.103096008,-1.109184265,-1.487226486,-1.460783005,-1.698785782,-1.88936615,-1.992462158,1
752,14829,2.91492E+18,1.23768E+18,20.81638527,21.16963196,20.88594055,20.97931862,21.15024376,0.107274629,0.083587669,0.057825562,0.04297059,0.031962223,21.74916077,22.4599247,1,1.275703192,0.932775497,0.579528809,0.863220215,0.769842148,0.598917007,-0.353246689,-0.069555283,-0.16293335,-0.33385849,0.283691406,0.190313339,0.019388199,-0.093378067,-0.264303207,-0.17092514,-0.710763931,-1.643539429,-1.29029274,-1.573984146,-1.480606079,-1.309680939,1
753,14831,2.91492E+18,1.23768E+18,20.91604805,20.71801567,20.75123405,20.46384811,20.70319939,0.102730386,0.080046825,0.055376023,0.04115032,0.030608278,22.26434517,22.9384346,1,1.716545224,1.348297119,1.546329498,1.513111115,1.800497055,1.561145782,0.198032379,0.164813995,0.452199936,0.212848663,-0.033218384,0.254167557,0.014816284,0.287385941,0.048034668,-0.239351273,-0.674089432,-2.022386551,-2.22041893,-2.187200546,-2.474586487,-2.235235214,1
754,14867,2.9195E+18,1.23768E+18,20.67731857,20.4815731,20.38088608,19.92314911,20.2632618,0.169396117,0.13199231,0.091311671,0.06785436,0.050471175,22.01609421,23.43112373,1,1.658885002,1.338775635,1.534521103,1.63520813,2.092945099,1.752832413,0.195745468,0.296432495,0.754169464,0.414056778,0.100687027,0.558423996,0.21831131,0.457736969,0.117624283,-0.340112686,-1.415029526,-2.753805161,-2.949550629,-3.050237656,-3.507974625,-3.167861938,1
755,14868,2.9195E+18,1.23768E+18,21.45218658,21.58665466,21.2833004,21.13550949,20.71510315,0.156005204,0.121558204,0.084093399,0.062490411,0.046481386,22.75524521,24.04549789,1,1.470447898,1.303058624,1.168590546,1.471944809,1.619735718,2.040142059,-0.134468079,0.168886185,0.316677094,0.737083435,0.303354263,0.451145172,0.871551514,0.147790909,0.56819725,0.420406342,-1.290252686,-2.59331131,-2.458843231,-2.762197495,-2.909988403,-3.330394745,1
756,14869,2.9195E+18,1.23768E+18,21.45218658,21.58665466,21.2833004,21.13550949,20.71510315,0.156005204,0.121558204,0.084093399,0.062490411,0.046481386,22.75524521,24.04549789,1,0.64497298,1.303058624,1.168590546,1.471944809,1.619735718,2.040142059,-0.134468079,0.168886185,0.316677094,0.737083435,0.303354263,0.451145172,0.871551514,0.147790909,0.56819725,0.420406342,-1.290252686,-2.59331131,-2.458843231,-2.762197495,-2.909988403,-3.330394745,1
757,14870,2.9195E+18,1.23768E+18,21.9498291,22.26385689,21.90387917,21.67340279,21.55717278,0.187906608,0.146415561,0.101289608,0.075269029,0.05598633,23.00394249,23.57675552,1,1.253058076,1.054113388,0.740085602,1.100063324,1.330539703,1.446769714,-0.314027786,0.045949936,0.276426315,0.392656326,0.359977722,0.590454102,0.706684113,0.230476379,0.34670639,0.116230011,-0.572813034,-1.626926422,-1.312898636,-1.672876358,-1.903352737,-2.019582748,1
758,14874,2.9195E+18,1.23768E+18,21.08116913,20.89357376,20.78160286,20.53927231,20.43308449,0.216466203,0.168669,0.116684437,0.086709037,0.064495593,22.5375843,22.88208199,1,1.859248877,1.456415176,1.644010544,1.755981445,1.998311996,2.104499817,0.187595367,0.299566269,0.54189682,0.648084641,0.111970901,0.354301453,0.460489273,0.242330551,0.348518372,0.10618782,-0.344497681,-1.800912857,-1.988508224,-2.100479126,-2.342809677,-2.448997498,1
759,14880,2.91292E+18,1.23768E+18,20.92520905,20.81698799,20.51319695,20.53125763,20.42022133,0.125144511,0.097511761,0.067458183,0.050128661,0.037286513,21.62859154,23.45426178,1,1.031908035,0.703382492,0.811603546,1.115394592,1.097333908,1.208370209,0.108221054,0.4120121,0.393951416,0.504987717,0.303791046,0.285730362,0.396766663,-0.018060684,0.092975616,0.111036301,-1.825670242,-2.529052734,-2.637273788,-2.941064835,-2.92300415,-3.034040451,1
760,14908,6.38027E+18,1.23768E+18,21.28877831,21.10339355,20.92189217,20.87335968,21.22180176,0.113799207,0.088671573,0.061342582,0.045584112,0.033906206,22.391325,21.88781357,1,1.363402128,1.102546692,1.287931442,1.469432831,1.517965317,1.169523239,0.18538475,0.366886139,0.415418625,0.066976547,0.181501389,0.230033875,-0.118408203,0.048532486,-0.299909592,-0.348442078,0.503511429,-0.599035263,-0.784420013,-0.965921402,-1.014453888,-0.66601181,1
761,14909,6.38027E+18,1.23768E+18,22.87907791,21.61265755,21.41089249,20.7791996,20.4928093,0.115973845,0.090366036,0.062514804,0.046455201,0.034554135,21.68532753,22.11048508,1,0.560002863,-1.193750381,0.072669983,0.274435043,0.90612793,1.192518234,1.266420364,1.468185425,2.099878311,2.386268616,0.20176506,0.833457947,1.119848251,0.631692886,0.918083191,0.286390305,-0.425157547,0.768592834,-0.49782753,-0.69959259,-1.331285477,-1.617675781,1
762,14919,6.38027E+18,1.23768E+18,21.49782562,20.3610878,20.16240692,20.14184189,20.05809021,0.088384852,0.068868876,0.04764317,0.035403982,0.026334057,22.58634949,23.10896683,0,-0.000614493,1.088523865,2.225261688,2.423942566,2.444507599,2.528259277,1.136737823,1.335418701,1.355983734,1.439735413,0.198680878,0.219245911,0.302997589,0.020565033,0.104316711,0.083751678,-0.52261734,-1.611141205,-2.747879028,-2.946559906,-2.967124939,-3.050876617,1
763,14922,6.38027E+18,1.23768E+18,21.01561928,20.67698479,20.31527328,20.11967468,19.64388847,0.096648626,0.075307958,0.052097697,0.03871417,0.028796231,21.39021301,21.5044384,1,2.126523256,0.374593735,0.713228226,1.074939728,1.27053833,1.746324539,0.338634491,0.700345993,0.895944595,1.371730804,0.361711502,0.557310104,1.033096313,0.195598602,0.671384811,0.475786209,-0.114225388,-0.488819122,-0.827453613,-1.189165115,-1.384763718,-1.860549927,1
