id,galex_objid,sdss_objid,u,g,r,i,z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,nuv_mag,fuv_mag,class,spectrometric_redshift,nuv-u,nuv-g,nuv-r,nuv-i,nuv-z,u-g,u-r,u-i,u-z,g-r,g-i,g-z,r-i,r-z,i-z,fuv-nuv,fuv-u,fuv-g,fuv-r,fuv-i,fuv-z,pred
154,6.37E+18,1.24E+18,20.41207504,20.05920792,20.00278091,19.95819092,19.71720695,0.084042475,0.065485328,0.045302447,0.033664573,0.025040258,22.07772636,22.57606125,1,2.176053047,1.665651321,2.018518448,2.07494545,2.119535446,2.360519409,0.352867126,0.409294128,0.453884125,0.694868088,0.056427002,0.101016998,0.342000961,0.044589996,0.285573959,0.240983963,-0.498334885,-2.163986206,-2.516853333,-2.573280334,-2.617870331,-2.858854294,1
155,6.37E+18,1.24E+18,20.6897583,20.13202667,20.19696045,20.17241478,19.87076759,0.104677819,0.081564248,0.056425769,0.041930392,0.03118851,20.27104187,20.65523911,1,0.719995558,-0.418716431,0.139015198,0.074081421,0.09862709,0.400274277,0.557731628,0.492797852,0.517343521,0.818990707,-0.064933777,-0.040388107,0.261259079,0.02454567,0.326192856,0.301647186,-0.384197235,0.034519196,-0.523212433,-0.458278656,-0.482824326,-0.784471512,1
156,6.37E+18,1.24E+18,20.28391838,20.16377831,19.91416359,19.89622879,19.80439949,0.089620471,0.069831662,0.048309222,0.035898928,0.026702208,20.2967186,20.78616524,1,1.259148002,0.012800217,0.132940292,0.382555008,0.400489807,0.492319107,0.120140076,0.369754791,0.38768959,0.47951889,0.249614716,0.267549515,0.359378815,0.017934799,0.109764099,0.0918293,-0.48944664,-0.502246857,-0.622386932,-0.872001648,-0.889936447,-0.981765747,1
157,6.37E+18,1.24E+18,20.4320488,20.12981224,20.48185158,20.56638718,21.62057304,0.08127211,0.063326679,0.043809101,0.032554857,0.024214834,20.45825195,20.01465225,0,-0.00045078,0.026203156,0.328439713,-0.023599625,-0.108135223,-1.162321091,0.302236557,-0.04980278,-0.134338379,-1.188524246,-0.352039337,-0.436574936,-1.490760803,-0.084535599,-1.138721466,-1.054185867,0.443599701,0.417396545,0.115159988,0.467199326,0.551734924,1.605920792,0
158,6.37E+18,1.24E+18,17.64827538,17.54802704,17.86753464,18.15216255,18.41989899,0.099809833,0.07777115,0.053801719,0.039980445,0.029738106,17.28757095,17.1021328,0,-4.79E-05,-0.360704422,-0.260456085,-0.579963684,-0.864591599,-1.132328033,0.100248337,-0.219259262,-0.503887177,-0.771623611,-0.319507599,-0.604135513,-0.871871948,-0.284627914,-0.552364349,-0.267736435,0.185438156,0.546142578,0.445894241,0.76540184,1.050029755,1.31776619,0
159,6.37E+18,1.24E+18,20.35110855,19.89292145,19.78524017,19.63290405,19.41029358,0.090261474,0.070331126,0.048654746,0.036155693,0.026893193,20.37280464,20.9151001,1,0.813722253,0.021696091,0.479883194,0.587564468,0.739900589,0.962511063,0.458187103,0.565868378,0.718204498,0.940814972,0.107681274,0.260017395,0.482627869,0.152336121,0.374946594,0.222610474,-0.542295456,-0.563991547,-1.02217865,-1.129859924,-1.282196045,-1.504806519,1
160,6.37E+18,1.24E+18,20.24373436,19.79687691,19.05583382,18.65530205,18.44512558,0.097126938,0.075680651,0.052355524,0.038905766,0.028938742,21.16480255,20.86057854,1,0.228956863,0.921068192,1.367925644,2.108968735,2.509500504,2.719676971,0.446857452,1.187900543,1.588432312,1.79860878,0.741043091,1.14157486,1.351751328,0.400531769,0.610708237,0.210176468,0.304224014,-0.616844177,-1.06370163,-1.80474472,-2.205276489,-2.415452957,1
161,6.37E+18,1.24E+18,18.66236496,17.64696503,16.93233681,16.4798317,16.41524124,0.088850074,0.069231376,0.047893945,0.035590336,0.026472671,19.52924728,19.47324371,1,0.113920659,0.866882324,1.882282257,2.596910477,3.049415588,3.114006042,1.015399933,1.730028152,2.182533264,2.247123718,0.71462822,1.167133331,1.231723785,0.452505112,0.517095566,0.064590454,0.056003571,-0.810878754,-1.826278687,-2.540906906,-2.993412018,-3.058002472,1
162,6.37E+18,1.24E+18,21.96697426,21.57669449,21.48448372,21.5982666,21.08850861,0.090380706,0.070424035,0.048719019,0.036203451,0.026928717,21.28157806,22.1660347,1,0.80705446,-0.685396194,-0.295116425,-0.202905655,-0.316688538,0.193069458,0.39027977,0.48249054,0.368707657,0.878465652,0.09221077,-0.021572113,0.488185883,-0.113782883,0.395975113,0.509757996,-0.884456635,-0.19906044,-0.58934021,-0.68155098,-0.567768097,-1.077526093,1
163,6.37E+18,1.24E+18,20.98981094,20.48581314,20.41077232,20.30948257,20.14824486,0.098023742,0.076379441,0.052838944,0.039264996,0.029205944,20.94314194,22.31836319,1,0.744999647,-0.046669006,0.457328796,0.532369614,0.633659363,0.794897079,0.503997803,0.57903862,0.680328369,0.841566086,0.075040817,0.176330566,0.337568283,0.101289749,0.262527466,0.161237717,-1.375221252,-1.328552246,-1.832550049,-1.907590866,-2.008880615,-2.170118332,1
164,6.37E+18,1.24E+18,20.93276978,20.0508194,20.10977173,20.16215324,19.67807388,0.073694974,0.057422627,0.039724708,0.029519714,0.021957245,20.527565,20.8686409,1,0.777396739,-0.405204773,0.476745605,0.417793274,0.365411758,0.849491119,0.881950378,0.822998047,0.770616531,1.254695892,-0.058952332,-0.111333847,0.372745514,-0.052381516,0.431697845,0.484079361,-0.341075897,0.064128876,-0.817821503,-0.758869171,-0.706487656,-1.190567017,1
165,6.37E+18,1.24E+18,20.12088776,19.91751099,20.21686172,20.45533562,20.81526184,0.086097814,0.067086831,0.046410359,0.03448787,0.02565264,20.06681824,19.58514023,0,-0.000779077,-0.054069519,0.149307251,-0.150043488,-0.38851738,-0.748443604,0.20337677,-0.095973969,-0.334447861,-0.694374084,-0.299350739,-0.537824631,-0.897750854,-0.238473892,-0.598400116,-0.359926224,0.481678009,0.535747528,0.332370758,0.631721497,0.870195389,1.230121613,0
166,6.37E+18,1.24E+18,22.37280464,21.90953445,21.72866058,21.49117661,21.12922478,0.070789523,0.055158719,0.038158547,0.028355891,0.021091573,22.2858181,22.06416512,1,0.861735165,-0.086986542,0.376283646,0.557157516,0.794641495,1.156593323,0.463270187,0.644144058,0.881628036,1.243579865,0.180873871,0.418357849,0.780309677,0.237483978,0.599435806,0.361951828,0.221652985,0.308639526,-0.154630661,-0.335504532,-0.57298851,-0.934940338,1
167,6.37E+18,1.24E+18,20.19037056,19.79951477,19.69173241,19.6687603,19.51442909,0.087503329,0.068181999,0.04716799,0.035050873,0.026071411,20.52668953,20.99293327,1,0.815674484,0.33631897,0.727174759,0.834957123,0.85792923,1.012260437,0.390855789,0.498638153,0.52161026,0.675941467,0.107782364,0.130754471,0.285085678,0.022972107,0.177303314,0.154331207,-0.466243744,-0.802562714,-1.193418503,-1.301200867,-1.324172974,-1.478504181,1
168,6.37E+18,1.24E+18,20.19037056,19.79951477,19.69173241,19.6687603,19.51442909,0.087503329,0.068181999,0.04716799,0.035050873,0.026071411,20.52668953,20.99293327,1,0.815231442,0.33631897,0.727174759,0.834957123,0.85792923,1.012260437,0.390855789,0.498638153,0.52161026,0.675941467,0.107782364,0.130754471,0.285085678,0.022972107,0.177303314,0.154331207,-0.466243744,-0.802562714,-1.193418503,-1.301200867,-1.324172974,-1.478504181,1
169,6.37E+18,1.24E+18,20.19037056,19.79951477,19.69173241,19.6687603,19.51442909,0.087503329,0.068181999,0.04716799,0.035050873,0.026071411,20.52668953,20.99293327,1,0.815674484,0.33631897,0.727174759,0.834957123,0.85792923,1.012260437,0.390855789,0.498638153,0.52161026,0.675941467,0.107782364,0.130754471,0.285085678,0.022972107,0.177303314,0.154331207,-0.466243744,-0.802562714,-1.193418503,-1.301200867,-1.324172974,-1.478504181,1
170,6.37E+18,1.24E+18,20.19037056,19.79951477,19.69173241,19.6687603,19.51442909,0.087503329,0.068181999,0.04716799,0.035050873,0.026071411,20.52668953,20.99293327,1,0.815231442,0.33631897,0.727174759,0.834957123,0.85792923,1.012260437,0.390855789,0.498638153,0.52161026,0.675941467,0.107782364,0.130754471,0.285085678,0.022972107,0.177303314,0.154331207,-0.466243744,-0.802562714,-1.193418503,-1.301200867,-1.324172974,-1.478504181,1
171,6.37E+18,1.24E+18,20.68554497,20.10257912,19.93581963,19.89108849,19.96050453,0.090133458,0.070231378,0.048585743,0.036104415,0.026855052,21.451828,21.79414558,0,-0.000474709,0.766283035,1.349248886,1.516008377,1.560739517,1.491323471,0.582965851,0.749725342,0.794456482,0.725040436,0.166759491,0.211490631,0.142074585,0.04473114,-0.024684906,-0.069416046,-0.342317581,-1.108600616,-1.691566467,-1.858325958,-1.903057098,-1.833641052,1
172,6.37E+18,1.24E+18,20.43876648,20.16340256,20.15285873,20.23385811,19.95069122,0.05694142,0.044368368,0.030693831,0.022808807,0.016965562,20.72561455,20.8731575,1,0.84907186,0.286848068,0.56221199,0.572755814,0.491756439,0.774923325,0.275363922,0.285907745,0.204908371,0.488075256,0.010543823,-0.070455551,0.212711334,-0.080999374,0.202167511,0.283166885,-0.147542953,-0.434391022,-0.709754944,-0.720298767,-0.639299393,-0.922466278,1
173,6.37E+18,1.24E+18,21.89680862,21.16509438,20.72404289,19.93526077,19.70357513,0.063699543,0.049634252,0.034336746,0.025515882,0.018979128,21.05958366,21.4147377,1,0.497372478,-0.83722496,-0.105510712,0.335540771,1.124322891,1.35600853,0.731714249,1.172765732,1.961547852,2.19323349,0.441051483,1.229833603,1.461519241,0.78878212,1.020467758,0.231685638,-0.355154037,0.482070923,-0.249643326,-0.690694809,-1.479476929,-1.711162567,1
174,6.37E+18,1.24E+18,17.50721169,16.21180725,16.36676788,16.49725723,16.5754528,0.065022118,0.050664794,0.035049669,0.026045661,0.019373186,18.77097702,20.08780098,0,-3.59E-06,1.263765335,2.559169769,2.404209137,2.273719788,2.195524216,1.295404434,1.140443802,1.009954453,0.931758881,-0.154960632,-0.285449982,-0.363645554,-0.130489349,-0.208684921,-0.078195572,-1.316823959,-2.580589294,-3.875993729,-3.721033096,-3.590543747,-3.512348175,1
175,6.37E+18,1.24E+18,20.59900093,20.41550255,20.09813309,20.18497467,20.32557106,0.069873795,0.054445185,0.037664928,0.027989078,0.020818733,20.71358109,22.36043167,1,1.052144647,0.114580154,0.298078537,0.615447998,0.528606415,0.388010025,0.183498383,0.500867844,0.41402626,0.273429871,0.317369461,0.230527878,0.089931488,-0.086841583,-0.227437973,-0.14059639,-1.646850586,-1.76143074,-1.944929123,-2.262298584,-2.175457001,-2.034860611,1
176,6.37E+18,1.24E+18,21.20611,20.43906784,20.35985374,20.16661072,19.99253845,0.065389737,0.050951242,0.035247833,0.026192918,0.019482719,21.13233376,21.97010612,1,0.781187534,-0.073776245,0.693265915,0.772480011,0.965723038,1.139795303,0.76704216,0.846256256,1.039499283,1.213571548,0.079214096,0.272457123,0.446529388,0.193243027,0.367315292,0.174072266,-0.837772369,-0.763996124,-1.531038284,-1.61025238,-1.803495407,-1.977567673,1
177,6.37E+18,1.24E+18,20.76385498,20.28149033,20.04232597,19.38060379,19.37363434,0.075619131,0.058921915,0.040761907,0.030290466,0.022530541,20.98475647,21.04322433,1,0.627362669,0.220901489,0.703266144,0.942430496,1.604152679,1.611122131,0.482364655,0.721529007,1.38325119,1.390220642,0.239164352,0.900886536,0.907855988,0.661722183,0.668691635,0.006969452,-0.058467865,-0.279369354,-0.761734009,-1.000898361,-1.662620544,-1.669589996,1
178,6.37E+18,1.24E+18,21.10460091,20.66386795,20.56348419,20.49887085,20.20226479,0.048987038,0.038170367,0.026406083,0.019622549,0.014595572,21.48433113,21.63211632,1,0.737157464,0.379730225,0.820463181,0.920846939,0.985460281,1.282066345,0.440732956,0.541116714,0.605730057,0.902336121,0.100383759,0.164997101,0.461603165,0.064613342,0.361219406,0.296606064,-0.147785187,-0.527515411,-0.968248367,-1.068632126,-1.133245468,-1.429851532,1
179,6.37E+18,1.24E+18,20.68599701,20.66776848,20.533041,20.54019737,20.41260719,0.043068841,0.03355895,0.023215927,0.017251922,0.01283226,20.93559265,22.07470512,1,0.999983966,0.249595642,0.267824173,0.402551651,0.395395279,0.522985458,0.018228531,0.152956009,0.145799637,0.273389816,0.134727478,0.127571106,0.255161285,-0.007156372,0.120433807,0.127590179,-1.139112473,-1.388708115,-1.406936646,-1.541664124,-1.534507751,-1.662097931,1
180,6.37E+18,1.24E+18,20.64446449,20.19717216,20.19482613,19.93550301,19.85319901,0.053210355,0.041461151,0.028682631,0.021314269,0.0158539,20.33911133,21.12134933,1,0.582563102,-0.305353165,0.141939163,0.144285202,0.403608322,0.485912323,0.447292328,0.449638367,0.708961487,0.791265488,0.002346039,0.261669159,0.34397316,0.25932312,0.341627121,0.082304001,-0.782238007,-0.476884842,-0.92417717,-0.926523209,-1.185846329,-1.26815033,1
181,6.37E+18,1.24E+18,20.51486397,20.04292297,20.06105614,19.75806427,19.8266716,0.058986716,0.045962051,0.031796332,0.023628082,0.017574953,20.30365562,21.4025383,1,0.573666811,-0.211208344,0.260732651,0.242599487,0.545591354,0.476984024,0.471940994,0.453807831,0.756799698,0.688192368,-0.018133163,0.284858704,0.216251373,0.302991867,0.234384537,-0.06860733,-1.098882675,-0.887674332,-1.359615326,-1.341482162,-1.64447403,-1.575866699,1
182,6.37E+18,1.24E+18,20.55473709,19.92212677,19.09567261,18.67008781,18.23941994,0.060761612,0.047345039,0.032753076,0.024339046,0.01810378,21.07312012,21.81410789,1,0.401539087,0.518383026,1.150993347,1.97744751,2.403032303,2.83370018,0.632610321,1.459064484,1.884649277,2.315317154,0.826454163,1.252038956,1.682706833,0.425584793,0.85625267,0.430667877,-0.740987778,-1.259370804,-1.891981125,-2.718435287,-3.144020081,-3.574687958,1
183,6.37E+18,1.24E+18,20.38445854,19.82335472,19.84518242,19.76046562,19.73727036,0.054536443,0.042494427,0.029397449,0.021845454,0.016249005,20.57370567,21.48099136,1,0.654214561,0.189247131,0.750350952,0.728523254,0.813240051,0.836435318,0.561103821,0.539276123,0.62399292,0.647188187,-0.021827698,0.062889099,0.086084366,0.084716797,0.107912064,0.023195267,-0.90728569,-1.096532822,-1.657636642,-1.635808945,-1.720525742,-1.743721008,1
184,6.37E+18,1.24E+18,20.32552528,20.28438377,20.1121254,19.94900322,19.90906715,0.068592928,0.053447146,0.036974486,0.027476007,0.020437101,20.43050575,21.04095078,1,1.417145014,0.104980469,0.146121979,0.318380356,0.481502533,0.521438599,0.04114151,0.213399887,0.376522064,0.41645813,0.172258377,0.335380554,0.37531662,0.163122177,0.203058243,0.039936066,-0.610445023,-0.715425491,-0.756567001,-0.928825378,-1.091947556,-1.131883621,1
185,6.37E+18,1.24E+18,21.44275093,21.1636982,21.16537285,21.15921021,20.88624001,0.047363617,0.036905408,0.02553099,0.018972263,0.014111877,21.75267029,22.72149658,1,0.805641234,0.309919357,0.588972092,0.58729744,0.593460083,0.866430283,0.279052734,0.277378082,0.283540726,0.556510925,-0.001674652,0.004487991,0.277458191,0.006162643,0.279132843,0.2729702,-0.968826294,-1.278745651,-1.557798386,-1.556123734,-1.562286377,-1.835256577,1
186,6.37E+18,1.24E+18,20.53199959,19.37060356,18.48789787,18.07973289,17.87226295,0.058532823,0.045608379,0.031551667,0.023446269,0.017439717,21.3431282,22.08165741,1,0.232174098,0.811128616,1.972524643,2.855230331,3.263395309,3.47086525,1.161396027,2.044101715,2.452266693,2.659736633,0.882705688,1.290870667,1.498340607,0.408164978,0.615634918,0.20746994,-0.738529205,-1.549657822,-2.711053848,-3.593759537,-4.001924515,-4.209394455,1
187,6.37E+18,1.24E+18,20.54898453,20.13843346,19.99912834,19.72677612,19.54511261,0.061142407,0.047641747,0.03295834,0.02449158,0.018217236,20.38108253,21.16628075,1,0.514361262,-0.167901993,0.242649078,0.381954193,0.654306412,0.835969925,0.410551071,0.549856186,0.822208405,1.003871918,0.139305115,0.411657333,0.593320847,0.272352219,0.454015732,0.181663513,-0.785198212,-0.617296219,-1.02784729,-1.167152405,-1.439504623,-1.621168137,1
188,6.37E+18,1.24E+18,20.10402679,20.03965569,19.96499443,19.94507408,19.95304298,0.059976239,0.046733078,0.032329727,0.024024453,0.01786978,20.81453514,20.98408127,1,1.421625137,0.710508347,0.774879456,0.84954071,0.86946106,0.861492157,0.064371109,0.139032364,0.158952713,0.15098381,0.074661255,0.094581604,0.086612701,0.019920349,0.011951447,-0.007968903,-0.169546127,-0.880054474,-0.944425583,-1.019086838,-1.039007187,-1.031038284,1
189,6.37E+18,1.24E+18,20.18811607,19.97108841,19.92739105,19.76471519,20.00106812,0.050248392,0.039153207,0.027086006,0.020127807,0.014971389,20.19658279,21.57329559,1,1.502970338,0.008466721,0.225494385,0.269191742,0.431867599,0.195514679,0.217027664,0.260725021,0.423400879,0.187047958,0.043697357,0.206373215,-0.029979706,0.162675858,-0.073677063,-0.236352921,-1.376712799,-1.38517952,-1.602207184,-1.645904541,-1.808580399,-1.572227478,1
190,6.37E+18,1.24E+18,20.47967529,20.4438839,20.2688179,20.40662193,20.22425461,0.058952648,0.045935504,0.03177797,0.023614436,0.017564803,20.76360512,21.54123688,1,0.951818585,0.283929825,0.319721222,0.494787216,0.356983185,0.53935051,0.035791397,0.210857391,0.07305336,0.255420685,0.175065994,0.037261963,0.219629288,-0.137804031,0.044563293,0.182367325,-0.77763176,-1.061561584,-1.097352982,-1.272418976,-1.134614944,-1.316982269,1
191,6.37E+18,1.24E+18,20.20445824,19.94943619,19.75892258,19.84499741,19.96215439,0.060884967,0.047441155,0.032819573,0.024388459,0.018140532,21.19566917,22.20438004,1,0.921381891,0.991210938,1.246232986,1.436746597,1.350671768,1.233514786,0.255022049,0.44553566,0.359460831,0.242303848,0.190513611,0.104438782,-0.012718201,-0.086074829,-0.203231812,-0.117156982,-1.008710861,-1.999921799,-2.254943848,-2.445457458,-2.359382629,-2.242225647,1
192,6.37E+18,1.24E+18,20.53643799,20.21006203,20.09004784,20.17533112,20.0062027,0.077095628,0.060072392,0.0415578,0.0308819,0.02297046,20.74388313,21.62332916,1,0.909597337,0.207445145,0.533821106,0.653835297,0.568552017,0.737680435,0.326375961,0.446390152,0.361106873,0.530235291,0.120014191,0.034730911,0.203859329,-0.085283279,0.083845139,0.169128418,-0.87944603,-1.086891174,-1.413267136,-1.533281326,-1.447998047,-1.617126465,1
193,6.37E+18,1.24E+18,20.27394676,20.07443619,19.9963665,20.0184021,19.87468338,0.063396208,0.049397893,0.034173235,0.025394375,0.018888749,20.84707642,21.36991119,1,0.818899751,0.573129654,0.772640228,0.850709915,0.828674316,0.972393036,0.199510574,0.277580261,0.255544662,0.399263382,0.078069687,0.056034088,0.199752808,-0.022035599,0.121683121,0.143718719,-0.522834778,-1.095964432,-1.295475006,-1.373544693,-1.351509094,-1.495227814,1
194,6.37E+18,1.24E+18,20.18279076,20.09554291,19.6854248,19.75746536,19.8175621,0.065248422,0.05084113,0.035171658,0.026136311,0.019440614,21.22388458,22.42204285,1,1.190170765,1.041093826,1.128341675,1.538459778,1.46641922,1.406322479,0.087247849,0.497365952,0.425325394,0.365228653,0.410118103,0.338077545,0.277980804,-0.072040558,-0.132137299,-0.060096741,-1.198158264,-2.23925209,-2.326499939,-2.736618042,-2.664577484,-2.604480743,1
195,6.37E+18,1.24E+18,20.69394493,20.17788124,20.22196198,20.2477417,20.05221367,0.053955626,0.042041857,0.029084362,0.021612799,0.016075952,21.8285656,22.20622063,1,2.424292088,1.134620667,1.650684357,1.606603622,1.580823898,1.776351929,0.51606369,0.471982956,0.446203232,0.641731262,-0.044080734,-0.069860458,0.125667572,-0.025779724,0.169748306,0.19552803,-0.377655029,-1.512275696,-2.028339386,-1.984258652,-1.958478928,-2.154006958,1
196,6.37E+18,1.24E+18,20.49614334,19.95997429,19.78369904,19.7450676,19.35265923,0.05044008,0.039302569,0.027189335,0.020204591,0.015028503,20.12277794,20.75506973,1,0.810963809,-0.373365402,0.16280365,0.339078903,0.377710342,0.770118713,0.536169052,0.712444305,0.751075745,1.143484116,0.176275253,0.214906693,0.607315063,0.038631439,0.43103981,0.392408371,-0.632291794,-0.258926392,-0.795095444,-0.971370697,-1.010002136,-1.402410507,1
197,6.37E+18,1.24E+18,20.98449326,20.48980713,20.42037582,20.45742798,20.57151222,0.046288684,0.036067829,0.024951557,0.018541681,0.013791604,21.24508095,22.50808907,1,0.87844193,0.260587692,0.755273819,0.824705124,0.787652969,0.673568726,0.494686127,0.564117432,0.527065277,0.412981033,0.069431305,0.03237915,-0.081705093,-0.037052155,-0.151136398,-0.114084244,-1.263008118,-1.52359581,-2.018281937,-2.087713242,-2.050661087,-1.936576843,1
198,6.37E+18,1.24E+18,20.58014679,20.21699715,20.07453918,19.96273422,19.66540527,0.050494384,0.039344881,0.027218606,0.020226343,0.015044683,20.98175812,21.3376255,1,0.393420607,0.401611328,0.764760971,0.907218933,1.019023895,1.316352844,0.363149643,0.505607605,0.617412567,0.914741516,0.142457962,0.254262924,0.551591873,0.111804962,0.409133911,0.297328949,-0.355867386,-0.757478714,-1.120628357,-1.263086319,-1.374891281,-1.67222023,1
199,6.37E+18,1.24E+18,20.60198402,20.27191544,20.24429703,20.03993797,19.90241623,0.074427389,0.057993319,0.04011951,0.029813096,0.022175467,21.27028084,21.43325424,1,0.7428298,0.668296814,0.998365402,1.02598381,1.230342865,1.367864609,0.330068588,0.357686996,0.562046051,0.699567795,0.027618408,0.231977463,0.369499207,0.204359055,0.341880798,0.137521744,-0.162973404,-0.831270218,-1.161338806,-1.188957214,-1.393316269,-1.530838013,1
200,6.37E+18,1.24E+18,20.86027145,20.3466835,20.11467361,19.94674492,19.66335487,0.062395778,0.048618369,0.033633962,0.024993638,0.018590676,21.36534882,21.58283424,1,0.814933479,0.505077362,1.018665314,1.250675201,1.418603897,1.701993942,0.513587952,0.745597839,0.913526535,1.19691658,0.232009888,0.399938583,0.683328629,0.167928696,0.451318741,0.283390045,-0.217485428,-0.72256279,-1.236150742,-1.468160629,-1.636089325,-1.91947937,1
201,6.37E+18,1.24E+18,21.58012199,20.91199112,20.86284828,20.73797417,20.45357323,0.044703599,0.034832742,0.02409713,0.01790675,0.013319332,21.76689339,21.83794022,1,0.731728017,0.186771393,0.854902267,0.904045105,1.02891922,1.31332016,0.668130875,0.717273712,0.842147827,1.126548767,0.049142838,0.174016953,0.458417892,0.124874115,0.409275055,0.28440094,-0.071046829,-0.257818222,-0.925949097,-0.975091934,-1.099966049,-1.384366989,1
202,6.37E+18,1.24E+18,20.46154785,19.94787979,19.88721085,19.8646431,19.6520977,0.04694264,0.036577389,0.025304068,0.018803634,0.01398645,22.04499817,21.74164772,1,2.25181818,1.583450317,2.097118378,2.157787323,2.180355072,2.392900467,0.51366806,0.574337006,0.596904755,0.80945015,0.060668945,0.083236694,0.295782089,0.022567749,0.235113144,0.212545395,0.303350449,-1.280099869,-1.793767929,-1.854436874,-1.877004623,-2.089550018,1
203,6.37E+18,1.24E+18,20.54567909,19.99130058,19.91134834,19.9533596,19.49341774,0.0524856,0.040896427,0.028291957,0.021023957,0.01563796,20.20515442,21.6422863,1,0.729546607,-0.340524673,0.213853836,0.293806076,0.251794815,0.711736679,0.55437851,0.63433075,0.592319489,1.052261353,0.07995224,0.037940979,0.497882843,-0.042011261,0.417930603,0.459941864,-1.437131882,-1.096607208,-1.650985718,-1.730937958,-1.688926697,-2.148868561,1
204,6.37E+18,1.24E+18,20.05764008,19.93677139,19.73816872,19.53522873,19.60335732,0.062769905,0.048909884,0.033835631,0.0251435,0.018702144,21.15690994,22.23242188,1,1.469306946,1.099269867,1.22013855,1.418741226,1.621681213,1.553552628,0.120868683,0.319471359,0.522411346,0.454282761,0.198602676,0.401542664,0.333414078,0.202939987,0.134811401,-0.068128586,-1.075511932,-2.174781799,-2.295650482,-2.494253159,-2.697193146,-2.62906456,1
205,6.37E+18,1.24E+18,19.93366241,19.84361458,19.77870178,19.90415001,19.94106674,0.060188308,0.04689832,0.032444041,0.024109399,0.017932964,20.0470047,21.10453606,1,1.056836605,0.113342285,0.203390121,0.268302917,0.142854691,0.105937958,0.090047836,0.154960632,0.029512405,-0.007404327,0.064912796,-0.060535431,-0.097452164,-0.125448227,-0.16236496,-0.036916733,-1.057531357,-1.170873642,-1.260921478,-1.325834274,-1.200386047,-1.163469315,1
206,6.37E+18,1.24E+18,20.24925041,19.84412003,19.79834366,19.62879944,19.52636528,0.056638215,0.044132113,0.030530391,0.022687353,0.016875222,20.4924221,21.02601433,1,0.528114498,0.243171692,0.648302078,0.694078445,0.863622665,0.966056824,0.405130386,0.450906754,0.620450974,0.722885132,0.045776367,0.215320587,0.317754745,0.16954422,0.271978378,0.102434158,-0.533592224,-0.776763916,-1.181894302,-1.22767067,-1.39721489,-1.499649048,1
207,6.37E+18,1.24E+18,20.7830677,20.26871872,20.19338226,20.19707298,19.97156525,0.071129717,0.055423792,0.038341925,0.028492158,0.021192931,21.00706482,21.90194893,1,0.681413412,0.223997116,0.7383461,0.813682556,0.809991837,1.035499573,0.514348984,0.58968544,0.58599472,0.811502457,0.075336456,0.071645737,0.297153473,-0.00369072,0.221817017,0.225507736,-0.894884109,-1.118881226,-1.633230209,-1.708566666,-1.704875946,-1.930383682,1
208,6.37E+18,1.24E+18,20.60049248,20.2320118,20.11878204,20.11194992,19.82802773,0.066984184,0.052193623,0.036107305,0.026831599,0.019957781,20.98122025,21.03689957,1,0.811490476,0.380727768,0.74920845,0.862438202,0.869270325,1.15319252,0.368480682,0.481710434,0.488542557,0.772464752,0.113229752,0.120061874,0.40398407,0.006832123,0.290754318,0.283922195,-0.055679321,-0.436407089,-0.804887772,-0.918117523,-0.924949646,-1.208871841,1
209,6.37E+18,1.24E+18,22.4244709,21.30285454,21.06627464,21.10530853,20.67620659,0.063530952,0.049502891,0.034245871,0.02544835,0.018928898,22.51388931,22.13118362,0,2.83E-05,0.089418411,1.211034775,1.44761467,1.40858078,1.837682724,1.121616364,1.358196259,1.319162369,1.748264313,0.236579895,0.197546005,0.626647949,-0.03903389,0.390068054,0.429101944,0.382705688,0.293287277,-0.828329086,-1.064908981,-1.025875092,-1.454977036,1
210,6.37E+18,1.24E+18,20.92963982,20.07860947,20.25993919,19.90434074,19.77036095,0.055806097,0.043483734,0.030081846,0.022354035,0.016627295,19.37687111,20.37392998,1,0.645438194,-1.552768707,-0.701738358,-0.883068085,-0.527469635,-0.393489838,0.85103035,0.669700623,1.025299072,1.15927887,-0.181329727,0.174268723,0.30824852,0.35559845,0.489578247,0.133979797,-0.997058868,0.555709839,-0.295320511,-0.113990784,-0.469589233,-0.603569031,1
211,6.37E+18,1.24E+18,21.98233604,20.70333481,20.66090965,20.69830513,20.66698647,0.064157099,0.049990773,0.034583386,0.025699163,0.019115455,22.65364265,22.58856392,1,2.707779646,0.67130661,1.950307846,1.992733002,1.955337524,1.986656189,1.279001236,1.321426392,1.284030914,1.315349579,0.042425156,0.005029678,0.036348343,-0.037395477,-0.006076813,0.031318665,0.065078735,-0.606227875,-1.885229111,-1.927654266,-1.890258789,-1.921577454,0
212,6.37E+18,1.24E+18,20.33446312,19.91936111,19.86271095,19.85394859,19.71830559,0.057559572,0.044850029,0.031027043,0.023056418,0.017149739,20.31135368,21.16345215,1,0.735010147,-0.023109436,0.391992569,0.448642731,0.45740509,0.593048096,0.415102005,0.471752167,0.480514526,0.616157532,0.056650162,0.065412521,0.201055527,0.00876236,0.144405365,0.135643005,-0.852098465,-0.828989029,-1.244091034,-1.300741196,-1.309503555,-1.445146561,1
